,FF,Runout_Full,Matchups
6304,47.142510578,4s 2s 2h Th Ac,30.986523033
6317,47.142510578,4s 2s 2h Th Ad,30.986523033
6328,51.948109008,4s 2s 2h Th Ah,13.236350955
6339,44.266948585,4s 2s 2h Th As,9.6830369473
6352,25.504326095,4s 2s 2h Jh Ac,0.85141034964
6365,25.504326095,4s 2s 2h Jh Ad,0.85141034964
6376,31.945555677,4s 2s 2h Jh Ah,0.92066249777
6387,27.00399338,4s 2s 2h Jh As,0.0026936251094
6400,26.53441843,4s 2s 2h Qh Ac,21.696131116
6413,26.53441843,4s 2s 2h Qh Ad,21.696131116
6424,26.904428448,4s 2s 2h Qh Ah,24.185286889
6435,42.321130805,4s 2s 2h Qh As,0.11082126329
6448,23.071669678,4s 2s 2h Kh Ac,0.012755553664
6461,23.071669678,4s 2s 2h Kh Ad,0.012755553664
6472,22.358634421,4s 2s 2h Kh Ah,0.0086709535829
6483,100.0,4s 2s 2h Kh As,0.010413731065
6544,46.589104721,4s 2s 2h 3s Ac,31.446215782
6557,46.589104721,4s 2s 2h 3s Ad,31.446215782
6569,45.833917666,4s 2s 2h 3s Ah,31.45261936
6592,43.21685161,4s 2s 2h 5s Ac,116.83575555
6605,43.21685161,4s 2s 2h 5s Ad,116.83575555
6617,43.773735194,4s 2s 2h 5s Ah,98.221175724
6640,43.463381821,4s 2s 2h 6s Ac,170.39249542
6653,43.463381821,4s 2s 2h 6s Ad,170.39249542
6665,44.514286875,4s 2s 2h 6s Ah,169.5324507
6688,43.21913643,4s 2s 2h 7s Ac,204.10724913
6701,43.21913643,4s 2s 2h 7s Ad,204.10723096
6713,44.615253313,4s 2s 2h 7s Ah,210.54775108
6736,42.943882801,4s 2s 2h 8s Ac,130.55762326
6749,42.943882801,4s 2s 2h 8s Ad,130.55762326
6761,42.359042668,4s 2s 2h 8s Ah,135.01097936
6771,27.028365301,4s 2s 2h 8s As,0.028360399268
6784,47.206376028,4s 2s 2h 9s Ac,140.67330838
6797,47.206376028,4s 2s 2h 9s Ad,140.67330838
6809,46.275362589,4s 2s 2h 9s Ah,138.9355011
6819,23.885445255,4s 2s 2h 9s As,0.093920503254
6832,32.698393999,4s 2s 2h Ts Ac,106.73841318
6845,32.698393999,4s 2s 2h Ts Ad,106.73841318
6857,32.716202843,4s 2s 2h Ts Ah,102.48211314
6880,30.213653536,4s 2s 2h Js Ac,56.76553015
6893,30.213653536,4s 2s 2h Js Ad,56.76553015
6905,28.36728363,4s 2s 2h Js Ah,35.922288167
6915,35.68970714,4s 2s 2h Js As,0.47465385342
6928,35.838136127,4s 2s 2h Qs Ac,0.043202397698
6941,35.838136127,4s 2s 2h Qs Ad,0.043202397698
6963,34.701335042,4s 2s 2h Qs As,2.6796449484
6976,32.72841384,4s 2s 2h Ks Ac,48.987412815
6989,32.72841384,4s 2s 2h Ks Ad,48.987412976
7001,33.195441112,4s 2s 2h Ks Ah,37.365246142
7011,27.028666883,4s 2s 2h Ks As,3.0908508433
7072,33.917207331,4s 3h 2d 2c Ac,134.49061539
7084,33.991502507,4s 3h 2d 2c Ad,181.08104031
7096,34.134212823,4s 3h 2d 2c Ah,183.88002059
7108,34.453253876,4s 3h 2d 2c As,188.51700739
7120,34.26361567,4s 3h 2d 3c Ac,128.36609991
7132,34.304576911,4s 3h 2d 3c Ad,164.38354985
7144,34.557321254,4s 3h 2d 3c Ah,167.67429589
7156,34.646450775,4s 3h 2d 3c As,170.96354609
7168,33.865091084,4s 3h 2d 4c Ac,151.93932875
7180,34.043640154,4s 3h 2d 4c Ad,174.58842245
7192,34.321635895,4s 3h 2d 4c Ah,184.30308407
7204,34.707245299,4s 3h 2d 4c As,177.25365584
7312,33.673852433,4s 3h 2d 7c Ac,112.61394779
7324,33.975506661,4s 3h 2d 7c Ad,113.47668302
7336,33.776444412,4s 3h 2d 7c Ah,103.85326034
7348,34.149905827,4s 3h 2d 7c As,100.9409572
7360,30.21256815,4s 3h 2d 8c Ac,104.44505637
7372,29.836620285,4s 3h 2d 8c Ad,91.235356115
7384,30.09764863,4s 3h 2d 8c Ah,132.47982014
7396,30.411734732,4s 3h 2d 8c As,135.63011212
7408,29.647285804,4s 3h 2d 9c Ac,76.410735316
7420,29.61907975,4s 3h 2d 9c Ad,49.548753684
7432,29.410658884,4s 3h 2d 9c Ah,71.290095449
7444,29.526948999,4s 3h 2d 9c As,75.552043668
7456,30.843772064,4s 3h 2d Tc Ac,215.69787775
7468,29.852628432,4s 3h 2d Tc Ad,237.51136366
7480,29.791108287,4s 3h 2d Tc Ah,250.88932529
7492,29.874841008,4s 3h 2d Tc As,246.46940892
7504,29.240155831,4s 3h 2d Jc Ac,559.0272421
7516,29.187352076,4s 3h 2d Jc Ad,452.97523245
7528,29.197844426,4s 3h 2d Jc Ah,474.38591524
7540,29.200969978,4s 3h 2d Jc As,472.23489538
7552,22.687508808,4s 3h 2d Qc Ac,0.10022464187
7564,23.495289868,4s 3h 2d Qc Ad,1.0249255184
7576,25.237965924,4s 3h 2d Qc Ah,2.5061082466
7588,24.611265669,4s 3h 2d Qc As,11.751111543
7600,28.354264925,4s 3h 2d Kc Ac,233.49828349
7612,28.85708149,4s 3h 2d Kc Ad,213.56660429
7624,28.86395545,4s 3h 2d Kc Ah,210.53302566
7636,28.663611937,4s 3h 2d Kc As,209.53460584
7697,36.638640796,4s 3h 2d 3d Ac,334.18159829
7708,33.492227418,4s 3h 2d 3d Ad,162.56664683
7720,35.143497469,4s 3h 2d 3d Ah,343.60220011
7732,35.172831991,4s 3h 2d 3d As,341.99095335
7745,36.823246266,4s 3h 2d 4d Ac,321.58866285
7756,33.624710986,4s 3h 2d 4d Ad,194.29495504
7768,35.210344933,4s 3h 2d 4d Ah,338.80486131
7780,35.326013488,4s 3h 2d 4d As,345.49199043
7889,34.462144951,4s 3h 2d 7d Ac,130.34650555
7900,33.130154157,4s 3h 2d 7d Ad,534.95310115
7912,34.865854476,4s 3h 2d 7d Ah,112.74340887
7924,34.923801389,4s 3h 2d 7d As,121.1328952
7937,26.754116464,4s 3h 2d 8d Ac,246.40392946
7948,30.602182131,4s 3h 2d 8d Ad,346.16239498
7960,28.422065184,4s 3h 2d 8d Ah,190.00360964
7972,28.471324862,4s 3h 2d 8d As,187.70823666
7985,28.772517848,4s 3h 2d 9d Ac,60.201269635
7996,31.244754846,4s 3h 2d 9d Ad,128.57015435
8008,29.359300168,4s 3h 2d 9d Ah,70.538363896
8020,28.95282274,4s 3h 2d 9d As,80.247498365
8033,28.46399852,4s 3h 2d Td Ac,520.17526211
8044,29.383307658,4s 3h 2d Td Ad,358.87006
8056,27.790211435,4s 3h 2d Td Ah,499.78290059
8068,27.738492522,4s 3h 2d Td As,512.55327771
8081,27.896630423,4s 3h 2d Jd Ac,572.86922042
8092,27.160802712,4s 3h 2d Jd Ad,1.6649031953
8104,28.143522803,4s 3h 2d Jd Ah,527.60466768
8116,28.232866576,4s 3h 2d Jd As,521.04107535
8129,26.313274729,4s 3h 2d Qd Ac,1.6655494592
8140,23.183066137,4s 3h 2d Qd Ad,0.0004470307906
8152,26.999103355,4s 3h 2d Qd Ah,15.516193848
8164,27.101159027,4s 3h 2d Qd As,17.233617393
8177,30.435406684,4s 3h 2d Kd Ac,181.54064583
8188,31.230992966,4s 3h 2d Kd Ad,1.6660036654
8200,30.31888009,4s 3h 2d Kd Ah,211.82620132
8212,30.207622692,4s 3h 2d Kd As,209.65766735
8273,36.357343302,4s 3h 2d 2h Ac,340.40029349
8285,35.377159515,4s 3h 2d 2h Ad,362.46456168
8296,33.436224977,4s 3h 2d 2h Ah,179.16786407
8308,35.489985245,4s 3h 2d 2h As,359.66718254
8321,36.758604092,4s 3h 2d 4h Ac,321.99377677
8333,35.200471025,4s 3h 2d 4h Ad,345.96739945
8344,33.462194457,4s 3h 2d 4h Ah,165.09438279
8356,35.150874499,4s 3h 2d 4h As,349.78723482
8417,24.974504224,4s 3h 2d 6h Ac,0.021289037559
8440,25.330725803,4s 3h 2d 6h Ah,0.15051648396
8465,34.347585597,4s 3h 2d 7h Ac,112.43207046
8477,34.466140511,4s 3h 2d 7h Ad,117.52997134
8488,32.965530343,4s 3h 2d 7h Ah,377.30135657
8500,34.910989043,4s 3h 2d 7h As,134.06748976
8513,28.526455518,4s 3h 2d 8h Ac,184.330463
8525,28.395727753,4s 3h 2d 8h Ad,176.98247286
8536,31.216455309,4s 3h 2d 8h Ah,370.50931397
8548,28.413405447,4s 3h 2d 8h As,178.29427039
8561,30.227618176,4s 3h 2d 9h Ac,76.374852417
8573,29.369689081,4s 3h 2d 9h Ad,87.725944201
8584,30.240733283,4s 3h 2d 9h Ah,100.95458355
8596,28.605804241,4s 3h 2d 9h As,74.484577142
8609,28.253643145,4s 3h 2d Th Ac,525.59476034
8621,28.206396348,4s 3h 2d Th Ad,424.43957324
8632,29.676346692,4s 3h 2d Th Ah,413.65923851
8644,27.816364922,4s 3h 2d Th As,514.2041796
8657,28.10065886,4s 3h 2d Jh Ac,557.29138395
8669,28.356324387,4s 3h 2d Jh Ad,484.42540859
8680,27.265623271,4s 3h 2d Jh Ah,1.0184078062
8692,28.205559585,4s 3h 2d Jh As,505.47431821
8705,26.897962726,4s 3h 2d Qh Ac,3.9563950361
8717,27.222958016,4s 3h 2d Qh Ad,12.756124496
8728,23.383148719,4s 3h 2d Qh Ah,0.060819871629
8740,27.057259747,4s 3h 2d Qh As,15.544655245
8753,30.413606961,4s 3h 2d Kh Ac,185.05954704
8765,30.044198257,4s 3h 2d Kh Ad,134.45296056
8776,30.088476663,4s 3h 2d Kh Ah,0.65245751208
8788,28.04494695,4s 3h 2d Kh As,140.84408586
8849,36.8175896,4s 3h 2d 2s Ac,325.02711807
8861,35.078244693,4s 3h 2d 2s Ad,346.06327244
8873,35.304474914,4s 3h 2d 2s Ah,352.13626545
8884,33.736366887,4s 3h 2d 2s As,124.84143931
8897,36.732045737,4s 3h 2d 3s Ac,322.40991282
8909,35.110431807,4s 3h 2d 3s Ad,350.15679542
8921,35.413798443,4s 3h 2d 3s Ah,353.93795244
8932,33.40636562,4s 3h 2d 3s As,144.48737275
9005,24.916817671,4s 3h 2d 6s Ad,0.0061347732143
9017,24.879194496,4s 3h 2d 6s Ah,0.048491272652
9028,24.306198782,4s 3h 2d 6s As,0.54541825257
9041,34.377816952,4s 3h 2d 7s Ac,106.33822495
9053,34.312724976,4s 3h 2d 7s Ad,127.08094422
9065,34.402938818,4s 3h 2d 7s Ah,139.08422534
9076,33.305452859,4s 3h 2d 7s As,530.32598285
9089,28.617327625,4s 3h 2d 8s Ac,176.72615949
9101,30.175939178,4s 3h 2d 8s Ad,200.15039773
9113,29.610274463,4s 3h 2d 8s Ah,215.32218876
9124,31.255596317,4s 3h 2d 8s As,381.06243343
9137,29.418519137,4s 3h 2d 9s Ac,62.953706852
9149,28.886127407,4s 3h 2d 9s Ad,78.381160909
9161,28.762115955,4s 3h 2d 9s Ah,73.654605613
9172,29.531179523,4s 3h 2d 9s As,123.34945994
9185,28.840086794,4s 3h 2d Ts Ac,453.40714657
9197,28.075615531,4s 3h 2d Ts Ad,398.18565386
9209,27.95759066,4s 3h 2d Ts Ah,502.34746043
9220,29.791229511,4s 3h 2d Ts As,486.91738113
9233,28.053120464,4s 3h 2d Js Ac,562.44809864
9245,28.501247033,4s 3h 2d Js Ad,468.55613677
9257,28.111441678,4s 3h 2d Js Ah,500.26864795
9268,27.045196979,4s 3h 2d Js As,1.0792617422
9281,26.750292935,4s 3h 2d Qs Ac,4.7479362318
9293,27.251391388,4s 3h 2d Qs Ad,13.758187287
9305,27.084428019,4s 3h 2d Qs Ah,17.828173673
9316,25.074406568,4s 3h 2d Qs As,0.97672314117
9329,30.156715101,4s 3h 2d Ks Ac,181.88240817
9341,29.972139279,4s 3h 2d Ks Ad,206.67483603
9353,30.191705666,4s 3h 2d Ks Ah,209.90743511
9364,30.900283014,4s 3h 2d Ks As,0.65272421544
11778,30.669205277,4s 4h 2s 2c Ac,372.37577215
11791,30.777058819,4s 4h 2s 2c Ad,373.39552795
11803,27.877289822,4s 4h 2s 2c Ah,337.5974279
11814,67.944353541,4s 4h 2s 2c As,99.260335986
11826,44.170379564,4s 4h 2s 3c Ac,33.427400629
11839,44.156449748,4s 4h 2s 3c Ad,31.168124809
11851,44.70636121,4s 4h 2s 3c Ah,0.96244926579
11862,68.100140152,4s 4h 2s 3c As,229.40311431
11874,31.583735204,4s 4h 2s 4c Ac,47.453590101
11887,30.924662896,4s 4h 2s 4c Ad,48.790008247
11899,30.398122908,4s 4h 2s 4c Ah,48.602538405
11910,40.749709534,4s 4h 2s 4c As,25.750208954
11922,49.276713247,4s 4h 2s 5c Ac,24.944809695
11935,48.141703808,4s 4h 2s 5c Ad,20.346539262
11947,46.916092715,4s 4h 2s 5c Ah,11.804711071
11958,73.851666426,4s 4h 2s 5c As,70.684057337
11970,34.83994194,4s 4h 2s 6c Ac,20.202069257
11983,35.02352689,4s 4h 2s 6c Ad,18.240709551
11995,34.977670228,4s 4h 2s 6c Ah,1.559690326
12006,53.090028478,4s 4h 2s 6c As,103.05303639
12018,35.236037668,4s 4h 2s 7c Ac,19.247238587
12031,35.201040324,4s 4h 2s 7c Ad,20.349191649
12043,33.948826023,4s 4h 2s 7c Ah,9.398627479
12054,57.556847625,4s 4h 2s 7c As,99.832413008
12066,35.177968322,4s 4h 2s 8c Ac,20.967294989
12079,34.552708643,4s 4h 2s 8c Ad,20.93435476
12091,35.898181611,4s 4h 2s 8c Ah,18.845716251
12102,56.334064344,4s 4h 2s 8c As,44.680638828
12114,29.683205436,4s 4h 2s 9c Ac,18.61017116
12127,29.347408163,4s 4h 2s 9c Ad,18.047216913
12139,30.862649672,4s 4h 2s 9c Ah,22.965425378
12150,53.540049221,4s 4h 2s 9c As,25.931818072
12162,28.119385115,4s 4h 2s Tc Ac,60.392934764
12175,27.728456947,4s 4h 2s Tc Ad,62.137745871
12187,27.339782224,4s 4h 2s Tc Ah,51.19063945
12198,39.546042438,4s 4h 2s Tc As,14.095842258
12210,29.349278554,4s 4h 2s Jc Ac,38.155037725
12223,28.766971908,4s 4h 2s Jc Ad,39.379176412
12235,28.210505823,4s 4h 2s Jc Ah,43.513044663
12246,28.070219471,4s 4h 2s Jc As,0.031435388801
12258,26.621837065,4s 4h 2s Qc Ac,15.277270041
12271,26.751952874,4s 4h 2s Qc Ad,13.437569642
12283,27.317222185,4s 4h 2s Qc Ah,0.73707151127
12294,33.030686656,4s 4h 2s Qc As,3.1009807987
12306,51.510533675,4s 4h 2s Kc Ac,0.06762080978
12319,52.830834722,4s 4h 2s Kc Ad,0.067391536792
12331,52.943045652,4s 4h 2s Kc Ah,0.065696136483
12342,96.916176014,4s 4h 2s Kc As,0.053696843993
12403,30.777058819,4s 4h 2s 2d Ac,373.39560305
12415,30.669205277,4s 4h 2s 2d Ad,372.37577168
12427,27.877289822,4s 4h 2s 2d Ah,337.59749725
12438,67.944353541,4s 4h 2s 2d As,99.260324666
12451,44.156449748,4s 4h 2s 3d Ac,31.168124809
12463,44.170379564,4s 4h 2s 3d Ad,33.427397871
12475,44.70636121,4s 4h 2s 3d Ah,0.96244926579
12486,68.100140152,4s 4h 2s 3d As,229.40311582
12499,30.924662896,4s 4h 2s 4d Ac,48.790008247
12511,31.583735204,4s 4h 2s 4d Ad,47.453582786
12523,30.398122908,4s 4h 2s 4d Ah,48.602538594
12534,40.749709534,4s 4h 2s 4d As,25.750209143
12547,48.141703808,4s 4h 2s 5d Ac,20.346539238
12559,49.276713247,4s 4h 2s 5d Ad,24.944809695
12571,46.916092715,4s 4h 2s 5d Ah,11.804711071
12582,73.851666426,4s 4h 2s 5d As,70.684057337
12595,35.02352689,4s 4h 2s 6d Ac,18.240709551
12607,34.83994194,4s 4h 2s 6d Ad,20.202067494
12619,34.977670228,4s 4h 2s 6d Ah,1.559690326
12630,53.090028478,4s 4h 2s 6d As,103.05304427
12643,35.201040324,4s 4h 2s 7d Ac,20.349190397
12655,35.236037668,4s 4h 2s 7d Ad,19.247238587
12667,33.948826023,4s 4h 2s 7d Ah,9.398627479
12678,57.556847625,4s 4h 2s 7d As,99.832413008
12691,34.552708643,4s 4h 2s 8d Ac,20.934352008
12703,35.177968322,4s 4h 2s 8d Ad,20.967294989
12715,35.898181611,4s 4h 2s 8d Ah,18.845713684
12726,56.334064344,4s 4h 2s 8d As,44.680635752
12739,29.347408163,4s 4h 2s 9d Ac,18.047216913
12751,29.683205436,4s 4h 2s 9d Ad,18.61017307
12763,30.862649672,4s 4h 2s 9d Ah,22.965425378
12774,53.540049221,4s 4h 2s 9d As,25.931818072
12787,27.728456947,4s 4h 2s Td Ac,62.137745871
12799,28.119385115,4s 4h 2s Td Ad,60.392934764
12811,27.339782224,4s 4h 2s Td Ah,51.19063945
12822,39.546042438,4s 4h 2s Td As,14.095842258
12835,28.766971908,4s 4h 2s Jd Ac,39.379175946
12847,29.349278554,4s 4h 2s Jd Ad,38.155037725
12859,28.210505823,4s 4h 2s Jd Ah,43.513044663
12870,28.070219471,4s 4h 2s Jd As,0.031435388801
12883,26.751952874,4s 4h 2s Qd Ac,13.437569642
12895,26.621837065,4s 4h 2s Qd Ad,15.277268078
12907,27.317222185,4s 4h 2s Qd Ah,0.73707165676
12918,33.030686656,4s 4h 2s Qd As,3.1009810098
12931,52.830834722,4s 4h 2s Kd Ac,0.067391537001
12943,51.510533675,4s 4h 2s Kd Ad,0.06762080978
12955,52.943045652,4s 4h 2s Kd Ah,0.06569613659
12966,96.916176014,4s 4h 2s Kd As,0.053696838098
13027,29.298179732,4s 4h 2s 2h Ac,237.39186263
13040,29.298179732,4s 4h 2s 2h Ad,237.39188113
13051,31.875706908,4s 4h 2s 2h Ah,185.14755006
13062,75.216733199,4s 4h 2s 2h As,56.408428079
13075,58.21189409,4s 4h 2s 3h Ac,17.69644973
13088,58.21189409,4s 4h 2s 3h Ad,17.69644973
13099,62.811885743,4s 4h 2s 3h Ah,0.61507559605
13110,78.890032695,4s 4h 2s 3h As,167.0587161
13123,72.544778174,4s 4h 2s 5h Ac,21.997905969
13136,72.544778174,4s 4h 2s 5h Ad,21.997906067
13147,71.678757543,4s 4h 2s 5h Ah,17.949423491
13158,79.924208727,4s 4h 2s 5h As,115.28658565
13171,52.075097338,4s 4h 2s 6h Ac,37.99644354
13184,52.075097338,4s 4h 2s 6h Ad,37.996443492
13195,48.181617447,4s 4h 2s 6h Ah,25.994311796
13206,69.303825564,4s 4h 2s 6h As,6.2515919592
13219,51.791924429,4s 4h 2s 7h Ac,43.945809131
13232,51.791924429,4s 4h 2s 7h Ad,43.945809131
13243,52.755442424,4s 4h 2s 7h Ah,32.429013866
13254,63.51540208,4s 4h 2s 7h As,31.454414988
13267,41.222450159,4s 4h 2s 8h Ac,31.295278922
13280,41.222450159,4s 4h 2s 8h Ad,31.295276125
13291,50.92875351,4s 4h 2s 8h Ah,14.020606912
13302,59.731946496,4s 4h 2s 8h As,43.1370555
13315,41.920243149,4s 4h 2s 9h Ac,15.382895178
13328,41.920243149,4s 4h 2s 9h Ad,15.382895178
13339,47.758376717,4s 4h 2s 9h Ah,3.7806256428
13350,62.263163298,4s 4h 2s 9h As,62.93020027
13363,29.66220076,4s 4h 2s Th Ac,31.207886704
13376,29.66220076,4s 4h 2s Th Ad,31.207886704
13387,29.94419842,4s 4h 2s Th Ah,60.897964885
13398,47.718128081,4s 4h 2s Th As,3.8495805647
13411,26.261583005,4s 4h 2s Jh Ac,13.764397027
13424,26.261583005,4s 4h 2s Jh Ad,13.764397027
13435,30.437065929,4s 4h 2s Jh Ah,13.894874216
13459,24.692817899,4s 4h 2s Qh Ac,1.3120274556
13472,24.692817899,4s 4h 2s Qh Ad,1.312027621
13494,46.14780475,4s 4h 2s Qh As,0.23013870933
13507,17.390448957,4s 4h 2s Kh Ac,0.0079345565007
13520,17.390448957,4s 4h 2s Kh Ad,0.0079345565007
13531,17.968427205,4s 4h 2s Kh Ah,0.0058907502562
13542,81.688524441,4s 4h 2s Kh As,0.0071099672228
13603,46.281743581,4s 4h 2s 3s Ac,74.004017391
13616,46.281743581,4s 4h 2s 3s Ad,74.004017391
13628,45.893604688,4s 4h 2s 3s Ah,67.253142975
13651,45.041197061,4s 4h 2s 5s Ac,96.4034309
13664,45.041197061,4s 4h 2s 5s Ad,96.4034309
13676,45.903751314,4s 4h 2s 5s Ah,90.320723461
13686,25.862109155,4s 4h 2s 5s As,1.0602401921
13699,44.910360466,4s 4h 2s 6s Ac,241.94501941
13712,44.910360466,4s 4h 2s 6s Ad,241.94501759
13724,45.298107994,4s 4h 2s 6s Ah,242.48969582
13747,42.595363206,4s 4h 2s 7s Ac,283.42585162
13760,42.595363206,4s 4h 2s 7s Ad,283.42585162
13772,42.557557592,4s 4h 2s 7s Ah,292.05768211
13782,23.558895547,4s 4h 2s 7s As,0.022678483832
13795,46.793175376,4s 4h 2s 8s Ac,183.62821994
13808,46.793175376,4s 4h 2s 8s Ad,183.62822069
13820,47.412986586,4s 4h 2s 8s Ah,171.86612443
13830,29.722996162,4s 4h 2s 8s As,0.50071302556
13843,48.058853314,4s 4h 2s 9s Ac,221.50890953
13856,48.058853314,4s 4h 2s 9s Ad,221.50890953
13868,47.331967159,4s 4h 2s 9s Ah,232.27524539
13878,27.752130917,4s 4h 2s 9s As,0.40140122067
13891,35.217444648,4s 4h 2s Ts Ac,132.1010719
13904,35.217444648,4s 4h 2s Ts Ad,132.10107147
13916,35.472671344,4s 4h 2s Ts Ah,87.896015996
13926,30.063609352,4s 4h 2s Ts As,0.0080507426657
13939,28.670638241,4s 4h 2s Js Ac,8.8584827166
13952,28.670638241,4s 4h 2s Js Ad,8.8584838314
13964,27.521672897,4s 4h 2s Js Ah,4.905882628
13987,25.539991261,4s 4h 2s Qs Ac,0.019235368284
14000,25.539991261,4s 4h 2s Qs Ad,0.019235368284
14012,27.888412527,4s 4h 2s Qs Ah,0.0030086610229
14022,27.106291777,4s 4h 2s Qs As,0.19495031247
14035,33.787382241,4s 4h 2s Ks Ac,104.33190747
14048,33.787382241,4s 4h 2s Ks Ad,104.33190694
14060,33.64343248,4s 4h 2s Ks Ah,60.507300382
14070,30.451401081,4s 4h 2s Ks As,0.15139161479
14131,53.126938827,4s 4h 4d 2c Ac,37.014437563
14143,53.396138634,4s 4h 4d 2c Ad,29.004570314
14155,53.396138634,4s 4h 4d 2c Ah,29.004570434
14167,53.396138634,4s 4h 4d 2c As,29.004570343
14179,52.392420292,4s 4h 4d 3c Ac,33.777753317
14191,52.366626363,4s 4h 4d 3c Ad,23.06746278
14203,52.366626363,4s 4h 4d 3c Ah,23.067466496
14215,52.366626363,4s 4h 4d 3c As,23.067466977
14275,53.509727929,4s 4h 4d 5c Ac,14.944837495
14287,49.787768384,4s 4h 4d 5c Ad,7.3639591982
14299,49.787768384,4s 4h 4d 5c Ah,7.3639603332
14311,49.787768384,4s 4h 4d 5c As,7.3639591381
14323,46.088296337,4s 4h 4d 6c Ac,3.6306619655
14335,48.434353907,4s 4h 4d 6c Ad,8.1039899613
14347,48.434353907,4s 4h 4d 6c Ah,8.1039915022
14359,48.434353907,4s 4h 4d 6c As,8.1039915022
14371,47.688104433,4s 4h 4d 7c Ac,69.312379491
14383,47.916217885,4s 4h 4d 7c Ad,61.061429097
14395,47.916217885,4s 4h 4d 7c Ah,61.061434818
14407,47.916217885,4s 4h 4d 7c As,61.061429097
14419,41.152779909,4s 4h 4d 8c Ac,43.454130804
14431,41.974382725,4s 4h 4d 8c Ad,27.119240175
14443,41.974382725,4s 4h 4d 8c Ah,27.119240175
14455,41.974382725,4s 4h 4d 8c As,27.119237036
14467,49.084697962,4s 4h 4d 9c Ac,61.079685899
14479,48.040549258,4s 4h 4d 9c Ad,43.197133688
14491,48.040549258,4s 4h 4d 9c Ah,43.197132726
14503,48.040549258,4s 4h 4d 9c As,43.197129238
14515,56.187030429,4s 4h 4d Tc Ac,113.19744261
14527,52.691303068,4s 4h 4d Tc Ad,96.287315346
14539,52.691303068,4s 4h 4d Tc Ah,96.287314752
14551,52.691303068,4s 4h 4d Tc As,96.28731523
14563,57.231093621,4s 4h 4d Jc Ac,140.71867968
14575,55.970156339,4s 4h 4d Jc Ad,167.63105438
14587,55.970156339,4s 4h 4d Jc Ah,167.63105431
14599,55.970156339,4s 4h 4d Jc As,167.63105437
14611,25.616912187,4s 4h 4d Qc Ac,0.017870485867
14623,22.09859805,4s 4h 4d Qc Ad,0.0068322760148
14635,22.09859805,4s 4h 4d Qc Ah,0.0068322760148
14647,22.09859805,4s 4h 4d Qc As,0.0068322760148
14659,43.887399286,4s 4h 4d Kc Ac,0.014833830656
14671,51.282043689,4s 4h 4d Kc Ad,0.019773720549
14683,51.282043689,4s 4h 4d Kc Ah,0.019773720605
14695,51.282043689,4s 4h 4d Kc As,0.019773720316
14756,51.982592856,4s 4h 4d 2d Ac,35.046250438
14767,52.80553996,4s 4h 4d 2d Ad,2.6528453854
14779,52.657972826,4s 4h 4d 2d Ah,29.255815741
14791,52.657972826,4s 4h 4d 2d As,29.255818586
14804,51.519198225,4s 4h 4d 3d Ac,43.731466143
14815,51.569528425,4s 4h 4d 3d Ad,9.720400167
14827,52.323970635,4s 4h 4d 3d Ah,26.655422013
14839,52.323970635,4s 4h 4d 3d As,26.655422013
14852,49.074226878,4s 4h 4d 5d Ac,52.109831913
14863,49.622105636,4s 4h 4d 5d Ad,21.517357165
14875,49.179581024,4s 4h 4d 5d Ah,34.542345609
14887,49.179581024,4s 4h 4d 5d As,34.54233973
14900,46.855259553,4s 4h 4d 6d Ac,30.559922647
14911,46.794099415,4s 4h 4d 6d Ad,3.3724563608
14923,47.787017961,4s 4h 4d 6d Ah,29.370060481
14935,47.787017961,4s 4h 4d 6d As,29.370057715
14948,47.017643639,4s 4h 4d 7d Ac,60.79688632
14959,47.615365971,4s 4h 4d 7d Ad,29.701711454
14971,47.576443622,4s 4h 4d 7d Ah,48.080471757
14983,47.576443622,4s 4h 4d 7d As,48.080471757
14996,42.292542045,4s 4h 4d 8d Ac,44.086183389
15007,42.122071229,4s 4h 4d 8d Ad,31.57255803
15019,43.007959485,4s 4h 4d 8d Ah,38.206819358
15031,43.007959485,4s 4h 4d 8d As,38.206814544
15044,46.505374748,4s 4h 4d 9d Ac,55.987265629
15055,43.291084686,4s 4h 4d 9d Ad,36.219443861
15067,47.207688515,4s 4h 4d 9d Ah,32.212717506
15079,47.207688515,4s 4h 4d 9d As,32.21271745
15092,56.64226754,4s 4h 4d Td Ac,158.07316795
15103,53.215428505,4s 4h 4d Td Ad,154.97966471
15115,55.384656381,4s 4h 4d Td Ah,143.1328551
15127,55.384656381,4s 4h 4d Td As,143.13286845
15140,46.841498646,4s 4h 4d Jd Ac,188.71426598
15151,55.505291788,4s 4h 4d Jd Ad,179.35450265
15163,49.770858877,4s 4h 4d Jd Ah,160.69665723
15175,49.770858877,4s 4h 4d Jd As,160.69664246
15188,31.882459642,4s 4h 4d Qd Ac,1.4114200033
15199,32.96009387,4s 4h 4d Qd Ad,1.5006393335
15211,26.662927358,4s 4h 4d Qd Ah,0.38606253085
15223,26.662927358,4s 4h 4d Qd As,0.38606253847
15236,46.668644427,4s 4h 4d Kd Ac,0.074049403122
15247,60.951218317,4s 4h 4d Kd Ad,0.046188985859
15259,57.796222537,4s 4h 4d Kd Ah,0.052558270938
15271,57.796222537,4s 4h 4d Kd As,0.052558270938
15332,51.982592856,4s 4h 4d 2h Ac,35.046248594
15344,52.657972826,4s 4h 4d 2h Ad,29.255815741
15355,52.80553996,4s 4h 4d 2h Ah,2.6528457831
15367,52.657972826,4s 4h 4d 2h As,29.255811358
15380,51.519198225,4s 4h 4d 3h Ac,43.731462554
